id_claim,scheme,claim_text,state_claim,district_claim,source_claim,date_claim,id_report,report_text,state_report,district_report,source_report,date_report,type,nli_label,confidence
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,contradiction,0.4583004117012024
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.4329324960708618
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,contradiction,0.44394147396087646
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,contradiction,0.5093181729316711
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,contradiction,0.4472373127937317
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,contradiction,0.5096915364265442
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,12,Despite infrastructure water quality remains poor in rural areas,Uttar Pradesh,Banda,Local News,2024-07-01,field_report,contradiction,0.5322421193122864
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.436147540807724
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,contradiction,0.4282808005809784
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,contradiction,0.4935624599456787
1,Har Ghar Jal,5.38 Crore rural households have been provided tap water connection since August 2019,All India,All Districts,PIB,2021-12-05,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,contradiction,0.4547343850135803
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,entailment,0.4580257833003998
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.42714715003967285
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,contradiction,0.45347869396209717
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,contradiction,0.39241790771484375
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,contradiction,0.4238888919353485
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,contradiction,0.46401888132095337
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,12,Despite infrastructure water quality remains poor in rural areas,Uttar Pradesh,Banda,Local News,2024-07-01,field_report,entailment,0.3936409652233124
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.4432620704174042
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,entailment,0.3773397207260132
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,contradiction,0.45133426785469055
2,Har Ghar Jal,8.61 Crore (44.84%) households have provision of tap water supply out of 19.22 Crore rural households,All India,All Districts,PIB,2021-12-05,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,entailment,0.3876808285713196
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,entailment,0.40166884660720825
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,entailment,0.3989950120449066
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,entailment,0.42986205220222473
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,entailment,0.47523972392082214
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,entailment,0.37559595704078674
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,entailment,0.4780004918575287
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,12,Despite infrastructure water quality remains poor in rural areas,Uttar Pradesh,Banda,Local News,2024-07-01,field_report,entailment,0.4115356504917145
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.41408589482307434
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,contradiction,0.40009805560112
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,entailment,0.4085543155670166
3,Har Ghar Jal,Goa becomes the First 'Har Ghar Jal' Certified State,Goa,All Districts,PIB,2021-08-01,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,entailment,0.41646426916122437
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,entailment,0.40605780482292175
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,entailment,0.44321176409721375
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,entailment,0.3816688656806946
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,contradiction,0.42741858959198
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,contradiction,0.39387938380241394
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,entailment,0.435564249753952
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,12,Despite infrastructure water quality remains poor in rural areas,Uttar Pradesh,Banda,Local News,2024-07-01,field_report,entailment,0.4688667953014374
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.4468122124671936
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,entailment,0.40619227290153503
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,entailment,0.4557807147502899
4,Har Ghar Jal,Dadra & Nagar Haveli and Daman & Diu becomes the First 'Har Ghar Jal' Certified UT,Dadra & Nagar Haveli,All Districts,PIB,2021-08-01,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,contradiction,0.427312970161438
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,contradiction,0.44473543763160706
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,entailment,0.4181242287158966
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,entailment,0.4680056869983673
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,entailment,0.46963515877723694
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,entailment,0.49343395233154297
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,entailment,0.48335474729537964
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,12,Despite infrastructure water quality remains poor in rural areas,Uttar Pradesh,Banda,Local News,2024-07-01,field_report,entailment,0.4288739860057831
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,entailment,0.4231306314468384
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,neutral,0.43067285418510437
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,entailment,0.4988977909088135
5,Har Ghar Jal,Piped Water for All by 2024 target under Jal Jeevan Mission,All India,All Districts,PIB,2019-08-01,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,entailment,0.4055754542350769
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,entailment,0.41478583216667175
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,entailment,0.3638412356376648
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,entailment,0.3613493740558624
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,contradiction,0.3846905529499054
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,entailment,0.41045692563056946
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,neutral,0.34125036001205444
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,12,Despite infrastructure water quality remains poor in rural areas,Uttar Pradesh,Banda,Local News,2024-07-01,field_report,entailment,0.3688366115093231
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,entailment,0.3483424186706543
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,entailment,0.39710119366645813
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,neutral,0.34197741746902466
6,Har Ghar Jal,Every rural household will have tap water supply by 2024,All India,All Districts,PIB,2019-08-01,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,entailment,0.5189104676246643
7,Har Ghar Jal,Mission estimated outlay of Rs. 3.60 lakh Crore with Central share of Rs. 2.08 lakh Crore,All India,All Districts,PIB,2019-08-01,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,contradiction,0.423504501581192
7,Har Ghar Jal,Mission estimated outlay of Rs. 3.60 lakh Crore with Central share of Rs. 2.08 lakh Crore,All India,All Districts,PIB,2019-08-01,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.43196243047714233
7,Har Ghar Jal,Mission estimated outlay of Rs. 3.60 lakh Crore with Central share of Rs. 2.08 lakh Crore,All India,All Districts,PIB,2019-08-01,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,entailment,0.4295489192008972
7,Har Ghar Jal,Mission estimated outlay of Rs. 3.60 lakh Crore with Central share of Rs. 2.08 lakh Crore,All India,All Districts,PIB,2019-08-01,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,contradiction,0.410810649394989
7,Har Ghar Jal,Mission estimated outlay of Rs. 3.60 lakh Crore with Central share of Rs. 2.08 lakh Crore,All India,All Districts,PIB,2019-08-01,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,entailment,0.40219560265541077
7,Har Ghar Jal,Mission estimated outlay of Rs. 3.60 lakh Crore with Central share of Rs. 2.08 lakh Crore,All India,All Districts,PIB,2019-08-01,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,entailment,0.45777103304862976
